Date,Iteration,Loss
31/03/2020 12:57,0,0.338275034
31/03/2020 12:57,1,0.222608127
31/03/2020 12:57,2,0.232320569
31/03/2020 12:57,3,0.249854186
31/03/2020 12:57,4,0.249838244
31/03/2020 12:57,5,0.249818591
31/03/2020 12:57,6,0.249793813
31/03/2020 12:57,7,0.249761689
31/03/2020 12:57,8,0.249718552
31/03/2020 12:57,9,0.249657918
31/03/2020 12:57,10,0.249567271
31/03/2020 12:57,11,0.24941938
31/03/2020 12:57,12,0.249143923
31/03/2020 12:57,13,0.248503588
31/03/2020 12:57,14,0.246210971
31/03/2020 12:57,15,0.226330256
31/03/2020 12:57,16,0.333031548
31/03/2020 12:57,17,0.333022278
31/03/2020 12:57,18,0.333012278
31/03/2020 12:57,19,0.333001443
31/03/2020 12:57,20,0.332989648
31/03/2020 12:57,21,0.332976735
31/03/2020 12:57,22,0.332962508
31/03/2020 12:57,23,0.33294672
31/03/2020 12:57,24,0.332929047
31/03/2020 12:57,25,0.332909063
31/03/2020 12:57,26,0.332886188
31/03/2020 12:57,27,0.332859611
31/03/2020 12:57,28,0.332828156
31/03/2020 12:57,29,0.33279004
31/03/2020 12:57,30,0.332742407
31/03/2020 12:57,31,0.332680337
31/03/2020 12:57,32,0.332594516
31/03/2020 12:57,33,0.332464761
31/03/2020 12:57,34,0.332237463
31/03/2020 12:57,35,0.33171107
31/03/2020 12:57,36,0.329279373
31/03/2020 12:57,37,0.234507082
31/03/2020 12:57,38,0.249999967
31/03/2020 12:57,39,0.249999967
31/03/2020 12:57,40,0.249999967
31/03/2020 12:57,41,0.249999967
31/03/2020 12:57,42,0.249999967
31/03/2020 12:57,43,0.249999967
31/03/2020 12:57,44,0.249999967
31/03/2020 12:57,45,0.249999967
31/03/2020 12:57,46,0.249999967
31/03/2020 12:57,47,0.249999967
31/03/2020 12:57,48,0.249999967
31/03/2020 12:57,49,0.249999967
31/03/2020 12:57,50,0.249999967
31/03/2020 12:57,51,0.249999967
31/03/2020 12:57,52,0.249999967
31/03/2020 12:57,53,0.249999967
31/03/2020 12:57,54,0.249999967
31/03/2020 12:57,55,0.249999967
31/03/2020 12:57,56,0.249999967
31/03/2020 12:57,57,0.249999967
31/03/2020 12:57,58,0.249999967
31/03/2020 12:57,59,0.249999967
31/03/2020 12:57,60,0.249999967
31/03/2020 12:57,61,0.249999967
31/03/2020 12:57,62,0.249999967
31/03/2020 12:57,63,0.249999967
31/03/2020 12:57,64,0.249999967
31/03/2020 12:57,65,0.249999967
31/03/2020 12:57,66,0.249999967
31/03/2020 12:57,67,0.249999967
31/03/2020 12:57,68,0.249999967
31/03/2020 12:57,69,0.249999967
31/03/2020 12:57,70,0.249999967
31/03/2020 12:57,71,0.249999967
31/03/2020 12:57,72,0.249999967
31/03/2020 12:57,73,0.249999967
31/03/2020 12:57,74,0.249999967
31/03/2020 12:57,75,0.249999967
31/03/2020 12:57,76,0.249999967
31/03/2020 12:57,77,0.249999967
31/03/2020 12:57,78,0.249999967
31/03/2020 12:57,79,0.249999967
31/03/2020 12:57,80,0.249999967
31/03/2020 12:57,81,0.249999967
31/03/2020 12:57,82,0.249999967
31/03/2020 12:57,83,0.249999967
31/03/2020 12:57,84,0.249999967
31/03/2020 12:57,85,0.249999967
31/03/2020 12:57,86,0.249999967
31/03/2020 12:57,87,0.249999967
31/03/2020 12:57,88,0.249999967
31/03/2020 12:57,89,0.249999967
31/03/2020 12:57,90,0.249999967
31/03/2020 12:57,91,0.249999967
31/03/2020 12:57,92,0.249999967
31/03/2020 12:57,93,0.249999967
31/03/2020 12:57,94,0.249999967
31/03/2020 12:57,95,0.249999967
31/03/2020 12:57,96,0.249999967
31/03/2020 12:57,97,0.249999967
31/03/2020 12:57,98,0.249999967
31/03/2020 12:57,99,0.249999967
31/03/2020 12:57,100,0.249999967
31/03/2020 12:57,101,0.249999967
31/03/2020 12:57,102,0.249999967
31/03/2020 12:57,103,0.249999967
31/03/2020 12:57,104,0.249999967
31/03/2020 12:57,105,0.249999967
31/03/2020 12:57,106,0.249999967
31/03/2020 12:57,107,0.249999967
31/03/2020 12:57,108,0.249999967
31/03/2020 12:57,109,0.249999967
31/03/2020 12:57,110,0.249999967
31/03/2020 12:57,111,0.249999967
31/03/2020 12:57,112,0.249999967
31/03/2020 12:57,113,0.249999967
31/03/2020 12:57,114,0.249999967
31/03/2020 12:57,115,0.249999967
31/03/2020 12:57,116,0.249999967
31/03/2020 12:57,117,0.249999967
31/03/2020 12:57,118,0.249999967
31/03/2020 12:57,119,0.249999967
31/03/2020 12:57,120,0.249999967
31/03/2020 12:57,121,0.249999967
31/03/2020 12:57,122,0.249999967
31/03/2020 12:57,123,0.249999967
31/03/2020 12:57,124,0.249999967
31/03/2020 12:57,125,0.249999967
31/03/2020 12:57,126,0.249999967
31/03/2020 12:57,127,0.249999967
31/03/2020 12:57,128,0.249999967
31/03/2020 12:57,129,0.249999967
31/03/2020 12:57,130,0.249999967
31/03/2020 12:57,131,0.249999967
31/03/2020 12:57,132,0.249999967
31/03/2020 12:57,133,0.249999967
31/03/2020 12:57,134,0.249999967
31/03/2020 12:57,135,0.249999967
31/03/2020 12:57,136,0.249999967
31/03/2020 12:57,137,0.249999967
31/03/2020 12:57,138,0.249999967
31/03/2020 12:57,139,0.249999967
31/03/2020 12:57,140,0.249999967
31/03/2020 12:57,141,0.249999967
31/03/2020 12:57,142,0.249999967
31/03/2020 12:57,143,0.249999967
31/03/2020 12:57,144,0.249999967
31/03/2020 12:57,145,0.249999967
31/03/2020 12:57,146,0.249999967
31/03/2020 12:57,147,0.249999967
31/03/2020 12:57,148,0.249999967
31/03/2020 12:57,149,0.249999967
31/03/2020 12:57,150,0.249999967
31/03/2020 12:57,151,0.249999967
31/03/2020 12:57,152,0.249999967
31/03/2020 12:57,153,0.249999967
31/03/2020 12:57,154,0.249999967
31/03/2020 12:57,155,0.249999967
31/03/2020 12:57,156,0.249999967
31/03/2020 12:57,157,0.249999967
31/03/2020 12:57,158,0.249999967
31/03/2020 12:57,159,0.249999967
31/03/2020 12:57,160,0.249999967
31/03/2020 12:57,161,0.249999967
31/03/2020 12:57,162,0.249999967
31/03/2020 12:57,163,0.249999967
31/03/2020 12:57,164,0.249999967
31/03/2020 12:57,165,0.249999967
31/03/2020 12:57,166,0.249999967
31/03/2020 12:57,167,0.249999967
31/03/2020 12:57,168,0.249999967
31/03/2020 12:57,169,0.249999967
31/03/2020 12:57,170,0.249999967
31/03/2020 12:57,171,0.249999967
31/03/2020 12:57,172,0.249999967
31/03/2020 12:57,173,0.249999967
31/03/2020 12:57,174,0.249999967
31/03/2020 12:57,175,0.249999967
31/03/2020 12:57,176,0.249999967
31/03/2020 12:57,177,0.249999967
31/03/2020 12:57,178,0.249999967
31/03/2020 12:57,179,0.249999967
31/03/2020 12:57,180,0.249999967
31/03/2020 12:57,181,0.249999967
31/03/2020 12:57,182,0.249999967
31/03/2020 12:57,183,0.249999967
31/03/2020 12:57,184,0.249999967
31/03/2020 12:57,185,0.249999967
31/03/2020 12:57,186,0.249999967
31/03/2020 12:57,187,0.249999967
31/03/2020 12:57,188,0.249999967
31/03/2020 12:57,189,0.249999967
31/03/2020 12:57,190,0.249999967
31/03/2020 12:57,191,0.249999967
31/03/2020 12:57,192,0.249999967
31/03/2020 12:57,193,0.249999967
31/03/2020 12:57,194,0.249999967
31/03/2020 12:57,195,0.249999967
31/03/2020 12:57,196,0.249999967
31/03/2020 12:57,197,0.249999967
31/03/2020 12:57,198,0.249999967
31/03/2020 12:57,199,0.249999967
31/03/2020 12:57,200,0.249999967
31/03/2020 12:57,201,0.249999967
31/03/2020 12:57,202,0.249999967
31/03/2020 12:57,203,0.249999967
31/03/2020 12:57,204,0.249999967
31/03/2020 12:57,205,0.249999967
